lead_id,lead_date,campaign_name,channel,lead_source,age,age_group,gender,status,touchpoints,cost_per_lead,revenue,days_to_conversion,product_purchased,season,month,year,quarter,year_quarter,month_short,touchpoint_band
L3470,2024-07-04,Black_Friday,Email,Direct,19,18-24,Female,Nurturing,3,13.07,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3471,2024-02-26,Year_End_Push,Facebook,Direct,39,35-44,Male,Qualified,10,61.53,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L3472,2023-03-09,Back_to_School,Google Search,Direct,32,25-34,Male,Converted,3,66.64,3259.2,62,Brand Analytics Suite,Spring,March,2023,Q1,2023Q1,Mar,1–3
L3473,2023-06-14,Back_to_School,Facebook,Direct,23,18-24,Male,Nurturing,12,54.03,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,10–12
L3474,2024-07-26,Year_End_Push,TikTok,Organic,45,45-54,Male,Qualified,4,43.48,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L3475,2024-12-23,Year_End_Push,Instagram,Referral,60,55+,Male,Qualified,11,48.24,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,10–12
L3476,2024-01-17,Spring_Promo,TikTok,Referral,29,25-34,Male,Qualified,6,29.38,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,4–6
L3477,2023-08-01,Spring_Promo,Google Search,Direct,70,55+,Female,Lost,7,64.0,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,7–9
L3478,2024-08-09,Back_to_School,TikTok,Organic,49,45-54,Male,Converted,5,35.13,3426.36,81,SEO Pro,Summer,August,2024,Q3,2024Q3,Aug,4–6
L3479,2023-06-15,Spring_Promo,Instagram,Direct,53,45-54,Male,Qualified,2,52.95,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L3480,2023-10-21,New_Year_Launch,Email,Organic,52,45-54,Female,Converted,2,29.82,1525.67,39,Social Media Manager,Fall,October,2023,Q4,2023Q4,Oct,1–3
L3481,2024-05-13,Year_End_Push,YouTube,Referral,18,18-24,Male,Qualified,5,61.22,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L3482,2024-11-11,Year_End_Push,YouTube,Paid Ads,61,55+,Male,Nurturing,4,57.74,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L3483,2024-10-23,New_Year_Launch,Google Search,Referral,27,25-34,Male,New Lead,12,69.7,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,10–12
L3484,2023-05-07,Black_Friday,TikTok,Direct,68,55+,Female,Nurturing,7,40.0,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L3485,2024-02-08,Summer_Blast,Instagram,Organic,47,45-54,Male,Lost,5,53.31,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L3486,2023-08-14,New_Year_Launch,TikTok,Paid Ads,32,25-34,Female,Converted,10,33.37,2948.98,10,Brand Analytics Suite,Summer,August,2023,Q3,2023Q3,Aug,10–12
L3487,2023-01-17,Black_Friday,TikTok,Direct,57,55+,Female,Qualified,8,29.88,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,7–9
L3488,2023-05-04,Back_to_School,YouTube,Referral,30,25-34,Male,Converted,1,50.49,3275.52,28,Brand Analytics Suite,Spring,May,2023,Q2,2023Q2,May,1–3
L3489,2023-11-11,Back_to_School,Facebook,Direct,45,45-54,Male,Nurturing,7,44.8,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L3490,2024-01-24,Black_Friday,Google Search,Paid Ads,65,55+,Female,Converted,10,62.36,3130.5,46,SEO Pro,Winter,January,2024,Q1,2024Q1,Jan,10–12
L3491,2024-01-20,Black_Friday,TikTok,Paid Ads,56,55+,Male,Converted,5,45.02,4153.52,39,CRM Integration,Winter,January,2024,Q1,2024Q1,Jan,4–6
L3492,2023-12-09,Spring_Promo,Email,Referral,28,25-34,Female,Lost,12,18.87,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,10–12
L3493,2023-05-25,Year_End_Push,YouTube,Referral,38,35-44,Male,Qualified,9,48.61,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L3494,2024-01-05,Summer_Blast,Google Search,Paid Ads,36,35-44,Female,New Lead,12,63.52,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,10–12
L3495,2023-04-28,Summer_Blast,Facebook,Paid Ads,52,45-54,Female,Qualified,10,47.21,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,10–12
L3496,2024-12-05,Spring_Promo,Facebook,Paid Ads,65,55+,Female,New Lead,1,42.16,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L3497,2023-04-08,New_Year_Launch,Google Search,Direct,33,25-34,Female,Nurturing,1,68.28,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
L3498,2024-07-02,Spring_Promo,Instagram,Organic,57,55+,Female,Converted,4,44.61,885.98,27,CRM Integration,Summer,July,2024,Q3,2024Q3,Jul,4–6
L3499,2024-07-01,Summer_Blast,Instagram,Referral,18,18-24,Male,Nurturing,11,43.25,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L3500,2023-02-16,Year_End_Push,Email,Organic,53,45-54,Female,Nurturing,7,24.3,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,7–9
L3501,2023-02-24,Back_to_School,Facebook,Paid Ads,51,45-54,Male,Converted,9,50.13,3432.64,1,Brand Analytics Suite,Winter,February,2023,Q1,2023Q1,Feb,7–9
L3502,2023-07-03,Back_to_School,YouTube,Organic,25,25-34,Female,Lost,4,59.13,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,4–6
L3503,2024-05-29,Summer_Blast,Instagram,Paid Ads,23,18-24,Female,New Lead,6,43.63,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L3504,2023-04-08,Summer_Blast,YouTube,Referral,18,18-24,Female,New Lead,3,46.92,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
L3505,2023-09-20,Spring_Promo,Google Search,Organic,54,45-54,Male,Qualified,10,64.4,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L3506,2023-07-30,Black_Friday,Instagram,Direct,20,18-24,Male,Converted,9,51.98,1132.92,18,Brand Analytics Suite,Summer,July,2023,Q3,2023Q3,Jul,7–9
L3507,2024-11-11,Year_End_Push,Facebook,Paid Ads,21,18-24,Male,New Lead,6,45.52,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L3508,2023-08-01,Spring_Promo,Instagram,Organic,19,18-24,Male,New Lead,5,40.12,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L3509,2024-01-08,Summer_Blast,Instagram,Paid Ads,58,55+,Male,Nurturing,7,38.63,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,7–9
L3510,2024-02-26,Back_to_School,TikTok,Referral,33,25-34,Female,Converted,6,41.59,1068.08,39,Brand Analytics Suite,Winter,February,2024,Q1,2024Q1,Feb,4–6
L3511,2023-06-27,Black_Friday,Facebook,Direct,37,35-44,Male,Converted,9,47.27,2435.22,25,Social Media Manager,Summer,June,2023,Q2,2023Q2,Jun,7–9
L3512,2024-10-13,Black_Friday,Facebook,Paid Ads,66,55+,Male,Converted,11,55.4,4572.1,32,Social Media Manager,Fall,October,2024,Q4,2024Q4,Oct,10–12
L3513,2023-04-05,Back_to_School,Google Search,Paid Ads,67,55+,Female,Nurturing,3,64.69,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
L3514,2024-02-04,Back_to_School,Facebook,Organic,38,35-44,Male,Nurturing,6,61.21,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L3515,2024-04-29,Back_to_School,Google Search,Direct,62,55+,Male,New Lead,6,73.66,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,4–6
L3516,2024-03-28,Summer_Blast,Email,Referral,51,45-54,Female,Qualified,5,27.55,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,4–6
L3517,2024-08-17,Back_to_School,YouTube,Paid Ads,41,35-44,Male,Qualified,12,58.97,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,10–12
L3518,2023-10-24,New_Year_Launch,Email,Referral,67,55+,Female,Qualified,12,16.05,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L3519,2023-03-25,Spring_Promo,TikTok,Referral,68,55+,Male,Qualified,8,31.13,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L3520,2024-11-06,Back_to_School,TikTok,Referral,65,55+,Female,Qualified,9,33.73,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L3521,2024-02-07,Black_Friday,YouTube,Organic,28,25-34,Male,Converted,3,59.61,1832.16,61,CRM Integration,Winter,February,2024,Q1,2024Q1,Feb,1–3
L3522,2024-05-27,Summer_Blast,Instagram,Referral,52,45-54,Male,Converted,7,36.67,4536.22,66,Brand Analytics Suite,Spring,May,2024,Q2,2024Q2,May,7–9
L3523,2024-04-30,Black_Friday,TikTok,Organic,18,18-24,Female,Converted,1,30.62,2621.89,22,Digital Ads Package,Spring,April,2024,Q2,2024Q2,Apr,1–3
L3524,2024-12-29,Black_Friday,Email,Direct,67,55+,Female,Lost,3,12.38,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L3525,2023-10-20,Summer_Blast,TikTok,Organic,64,55+,Female,Lost,4,35.96,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,4–6
L3526,2023-05-28,New_Year_Launch,TikTok,Referral,47,45-54,Female,Qualified,11,42.97,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L3527,2023-07-15,Summer_Blast,Facebook,Direct,37,35-44,Female,Lost,8,53.96,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,7–9
L3528,2024-11-11,Year_End_Push,TikTok,Direct,18,18-24,Male,Qualified,11,29.6,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,10–12
L3529,2024-04-16,New_Year_Launch,YouTube,Direct,52,45-54,Male,Qualified,7,46.77,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L3530,2024-09-06,Summer_Blast,YouTube,Paid Ads,51,45-54,Male,Qualified,2,47.22,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L3531,2023-09-10,Spring_Promo,Facebook,Organic,34,25-34,Male,Nurturing,5,53.35,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,4–6
L3532,2023-10-06,Summer_Blast,TikTok,Paid Ads,21,18-24,Female,Qualified,11,32.31,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L3533,2023-10-16,Year_End_Push,YouTube,Referral,26,25-34,Male,Converted,10,45.91,2954.73,89,Social Media Manager,Fall,October,2023,Q4,2023Q4,Oct,10–12
L3534,2023-03-17,Year_End_Push,Google Search,Direct,18,18-24,Male,Qualified,9,77.88,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L3535,2024-08-27,Year_End_Push,Instagram,Referral,47,45-54,Male,Converted,2,48.26,3972.47,7,Social Media Manager,Summer,August,2024,Q3,2024Q3,Aug,1–3
L3536,2024-02-18,Black_Friday,Email,Direct,26,25-34,Male,Lost,1,30.32,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L3537,2023-07-25,Spring_Promo,Facebook,Paid Ads,30,25-34,Female,Lost,12,47.16,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L3538,2023-07-22,Spring_Promo,Facebook,Paid Ads,70,55+,Male,Qualified,1,43.49,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L3539,2024-01-27,Summer_Blast,Email,Organic,52,45-54,Male,Lost,6,13.18,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,4–6
L3540,2024-12-23,Summer_Blast,Google Search,Organic,20,18-24,Female,Converted,11,59.96,1892.47,3,Brand Analytics Suite,Winter,December,2024,Q4,2024Q4,Dec,10–12
L3541,2023-05-16,Back_to_School,TikTok,Organic,24,18-24,Female,New Lead,8,44.81,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L3542,2024-09-14,New_Year_Launch,TikTok,Direct,42,35-44,Female,New Lead,7,32.26,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L3543,2023-03-15,Black_Friday,Google Search,Referral,45,45-54,Female,New Lead,2,62.78,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L3544,2023-05-06,New_Year_Launch,Email,Organic,37,35-44,Male,Lost,5,27.65,0.0,0,,Spring,May,2023,Q2,2023Q2,May,4–6
L3545,2023-03-19,Back_to_School,Instagram,Referral,25,25-34,Female,Converted,2,49.2,4640.37,28,Social Media Manager,Spring,March,2023,Q1,2023Q1,Mar,1–3
L3546,2023-03-10,New_Year_Launch,YouTube,Direct,66,55+,Female,New Lead,5,53.13,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,4–6
L3547,2023-11-16,New_Year_Launch,Facebook,Paid Ads,27,25-34,Female,Nurturing,1,59.87,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,1–3
L3548,2024-07-09,New_Year_Launch,Google Search,Organic,39,35-44,Female,Nurturing,10,69.94,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L3549,2024-09-04,Year_End_Push,Google Search,Referral,45,45-54,Female,Nurturing,1,62.42,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L3550,2024-11-10,Black_Friday,Email,Referral,20,18-24,Female,Nurturing,4,30.34,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L3551,2023-03-30,Summer_Blast,Facebook,Paid Ads,67,55+,Male,Nurturing,7,51.11,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L3552,2023-01-09,Spring_Promo,Google Search,Referral,35,35-44,Male,Qualified,11,67.53,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L3553,2023-01-06,Spring_Promo,YouTube,Referral,39,35-44,Male,Converted,7,64.74,2791.6,54,Brand Analytics Suite,Winter,January,2023,Q1,2023Q1,Jan,7–9
L3554,2024-10-15,Spring_Promo,Google Search,Organic,68,55+,Male,New Lead,7,77.61,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L3555,2023-01-08,Summer_Blast,Instagram,Direct,38,35-44,Male,Nurturing,3,44.43,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,1–3
L3556,2024-07-19,Summer_Blast,Facebook,Paid Ads,22,18-24,Male,Qualified,3,44.96,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3557,2023-06-09,Black_Friday,Instagram,Referral,44,35-44,Female,Qualified,6,45.52,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,4–6
L3558,2024-07-21,Spring_Promo,Instagram,Referral,24,18-24,Male,New Lead,10,40.36,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L3559,2023-09-10,New_Year_Launch,Facebook,Organic,30,25-34,Male,New Lead,1,48.94,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,1–3
L3560,2024-06-27,Summer_Blast,Google Search,Paid Ads,36,35-44,Female,Converted,1,69.84,4061.96,56,Social Media Manager,Summer,June,2024,Q2,2024Q2,Jun,1–3
L3561,2024-06-20,Year_End_Push,Email,Organic,45,45-54,Female,Converted,3,16.81,4669.85,3,Digital Ads Package,Summer,June,2024,Q2,2024Q2,Jun,1–3
L3562,2023-09-06,New_Year_Launch,Email,Referral,20,18-24,Male,Lost,10,18.03,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L3563,2024-02-24,Back_to_School,Instagram,Referral,59,55+,Male,Nurturing,5,51.0,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L3564,2023-12-19,Spring_Promo,Instagram,Paid Ads,25,25-34,Male,Qualified,9,44.95,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,7–9
L3565,2023-08-16,New_Year_Launch,Email,Organic,52,45-54,Female,New Lead,10,28.48,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,10–12
L3566,2023-11-23,Year_End_Push,YouTube,Direct,30,25-34,Female,Nurturing,9,61.29,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L3567,2024-07-11,New_Year_Launch,Facebook,Referral,54,45-54,Female,Converted,3,57.19,3091.61,1,SEO Pro,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3568,2023-06-06,New_Year_Launch,YouTube,Organic,68,55+,Male,Qualified,9,55.4,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L3569,2024-04-15,Black_Friday,Instagram,Organic,49,45-54,Female,Qualified,8,39.81,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L3570,2024-03-30,Black_Friday,Instagram,Organic,51,45-54,Male,Qualified,4,43.29,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,4–6
L3571,2024-10-12,Summer_Blast,Email,Organic,38,35-44,Female,Qualified,5,12.41,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,4–6
L3572,2024-02-12,New_Year_Launch,Email,Paid Ads,52,45-54,Female,Nurturing,5,17.92,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L3573,2023-07-08,Year_End_Push,Facebook,Organic,29,25-34,Male,Qualified,3,46.81,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L3574,2024-04-10,Spring_Promo,Facebook,Organic,26,25-34,Female,Qualified,5,56.19,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,4–6
L3575,2024-07-01,Year_End_Push,TikTok,Direct,39,35-44,Male,New Lead,8,34.76,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,7–9
L3576,2023-01-16,Year_End_Push,TikTok,Direct,48,45-54,Male,Converted,3,31.24,2160.15,8,Brand Analytics Suite,Winter,January,2023,Q1,2023Q1,Jan,1–3
L3577,2024-01-03,New_Year_Launch,Email,Referral,26,25-34,Female,Nurturing,4,15.63,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,4–6
L3578,2023-01-21,Summer_Blast,TikTok,Direct,68,55+,Female,New Lead,3,46.23,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,1–3
L3579,2024-05-12,Black_Friday,YouTube,Organic,34,25-34,Male,New Lead,3,50.91,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L3580,2024-07-08,Spring_Promo,Instagram,Referral,26,25-34,Female,Nurturing,3,53.55,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3581,2023-08-03,Black_Friday,Email,Paid Ads,31,25-34,Male,Qualified,1,21.5,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,1–3
L3582,2023-08-25,Summer_Blast,Facebook,Organic,25,25-34,Female,New Lead,9,53.73,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,7–9
L3583,2024-03-04,Summer_Blast,Facebook,Organic,56,55+,Male,New Lead,10,43.9,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,10–12
L3584,2023-08-20,Summer_Blast,TikTok,Paid Ads,57,55+,Male,Qualified,8,37.79,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,7–9
L3585,2024-10-25,Summer_Blast,Instagram,Organic,21,18-24,Female,Converted,2,41.83,2195.52,24,Social Media Manager,Fall,October,2024,Q4,2024Q4,Oct,1–3
L3586,2023-11-13,Back_to_School,Instagram,Referral,54,45-54,Male,Lost,8,35.05,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L3587,2023-08-11,Back_to_School,Instagram,Referral,32,25-34,Male,Converted,4,37.73,872.8,50,SEO Pro,Summer,August,2023,Q3,2023Q3,Aug,4–6
L3588,2023-10-22,Back_to_School,Facebook,Direct,35,35-44,Male,Nurturing,8,58.76,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,7–9
L3589,2024-12-17,Summer_Blast,Facebook,Referral,68,55+,Female,Converted,2,60.25,3515.36,64,SEO Pro,Winter,December,2024,Q4,2024Q4,Dec,1–3
L3590,2024-10-25,Summer_Blast,Instagram,Referral,37,35-44,Male,Converted,7,52.93,801.03,4,CRM Integration,Fall,October,2024,Q4,2024Q4,Oct,7–9
L3591,2024-10-01,Black_Friday,Google Search,Organic,41,35-44,Female,Converted,3,59.2,1606.58,87,Digital Ads Package,Fall,October,2024,Q4,2024Q4,Oct,1–3
L3592,2024-05-04,Spring_Promo,YouTube,Direct,65,55+,Male,Qualified,4,57.65,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L3593,2024-07-06,New_Year_Launch,TikTok,Paid Ads,26,25-34,Male,Nurturing,3,35.11,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3594,2024-02-29,New_Year_Launch,YouTube,Referral,46,45-54,Male,Nurturing,8,49.41,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L3595,2023-01-30,Summer_Blast,TikTok,Referral,42,35-44,Female,New Lead,4,46.78,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,4–6
L3596,2023-03-16,Summer_Blast,Email,Paid Ads,31,25-34,Female,Converted,5,16.14,2468.09,77,CRM Integration,Spring,March,2023,Q1,2023Q1,Mar,4–6
L3597,2024-07-02,Black_Friday,TikTok,Paid Ads,70,55+,Female,Converted,2,42.27,2709.0,71,Brand Analytics Suite,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3598,2024-06-20,Back_to_School,Email,Organic,41,35-44,Female,Converted,2,14.79,942.63,36,Digital Ads Package,Summer,June,2024,Q2,2024Q2,Jun,1–3
L3599,2024-03-17,Black_Friday,YouTube,Direct,30,25-34,Male,Qualified,4,53.9,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,4–6
L3600,2023-12-20,Back_to_School,Google Search,Paid Ads,32,25-34,Female,Qualified,4,62.41,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,4–6
L3601,2024-02-25,Year_End_Push,Facebook,Direct,53,45-54,Female,Nurturing,8,47.2,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L3602,2024-08-14,Summer_Blast,Google Search,Paid Ads,58,55+,Male,Qualified,6,63.76,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,4–6
L3603,2024-02-28,Back_to_School,Google Search,Paid Ads,41,35-44,Female,New Lead,10,69.57,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L3604,2024-11-19,Spring_Promo,Email,Referral,47,45-54,Female,New Lead,7,13.08,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L3605,2023-08-25,Summer_Blast,YouTube,Direct,45,45-54,Female,Nurturing,12,59.79,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,10–12
L3606,2023-05-22,New_Year_Launch,TikTok,Referral,55,55+,Male,Converted,10,29.46,996.11,56,Social Media Manager,Spring,May,2023,Q2,2023Q2,May,10–12
L3607,2024-12-07,Black_Friday,TikTok,Referral,25,25-34,Female,Nurturing,12,46.7,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,10–12
L3608,2024-06-16,Summer_Blast,Google Search,Direct,35,35-44,Female,Qualified,11,63.83,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,10–12
L3609,2023-05-18,New_Year_Launch,TikTok,Paid Ads,22,18-24,Male,Nurturing,8,29.87,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L3610,2023-06-09,New_Year_Launch,TikTok,Direct,26,25-34,Female,Converted,10,41.87,3644.23,35,Social Media Manager,Summer,June,2023,Q2,2023Q2,Jun,10–12
L3611,2024-02-21,Spring_Promo,Google Search,Direct,47,45-54,Female,Qualified,11,70.6,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L3612,2023-06-05,Spring_Promo,Instagram,Organic,33,25-34,Female,Lost,1,35.54,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L3613,2024-07-10,Black_Friday,Facebook,Paid Ads,67,55+,Male,Converted,4,46.07,2402.87,58,CRM Integration,Summer,July,2024,Q3,2024Q3,Jul,4–6
L3614,2024-10-15,Black_Friday,TikTok,Direct,64,55+,Female,Converted,4,29.72,2215.36,43,Social Media Manager,Fall,October,2024,Q4,2024Q4,Oct,4–6
L3615,2024-03-05,Year_End_Push,TikTok,Organic,56,55+,Male,Lost,12,33.6,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,10–12
L3616,2023-04-06,Year_End_Push,TikTok,Referral,30,25-34,Male,Qualified,4,46.16,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,4–6
L3617,2023-04-23,Back_to_School,Instagram,Organic,23,18-24,Male,Qualified,9,44.5,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,7–9
L3618,2024-08-13,Year_End_Push,Instagram,Paid Ads,57,55+,Male,Converted,12,47.78,3808.84,37,Social Media Manager,Summer,August,2024,Q3,2024Q3,Aug,10–12
L3619,2024-02-20,Summer_Blast,Instagram,Referral,40,35-44,Male,New Lead,9,42.7,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L3620,2023-04-16,Year_End_Push,Facebook,Paid Ads,28,25-34,Female,Nurturing,11,47.49,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,10–12
L3621,2023-07-21,Back_to_School,Google Search,Referral,35,35-44,Male,Nurturing,11,58.84,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L3622,2023-04-23,Black_Friday,Email,Referral,53,45-54,Female,Qualified,8,21.74,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,7–9
L3623,2024-11-03,Summer_Blast,Instagram,Organic,21,18-24,Male,Converted,10,37.05,2872.02,72,Brand Analytics Suite,Fall,November,2024,Q4,2024Q4,Nov,10–12
L3624,2024-02-03,Back_to_School,Instagram,Organic,51,45-54,Male,Nurturing,9,43.49,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L3625,2024-08-16,Black_Friday,Email,Direct,19,18-24,Male,Nurturing,9,26.72,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L3626,2023-11-25,Black_Friday,Google Search,Organic,30,25-34,Male,Converted,6,75.3,4863.41,69,Brand Analytics Suite,Fall,November,2023,Q4,2023Q4,Nov,4–6
L3627,2023-12-02,Year_End_Push,Facebook,Organic,43,35-44,Female,Qualified,3,50.79,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,1–3
L3628,2024-08-30,Summer_Blast,Facebook,Paid Ads,27,25-34,Female,Nurturing,9,57.41,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L3629,2024-04-24,New_Year_Launch,Google Search,Direct,32,25-34,Female,New Lead,12,76.11,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,10–12
L3630,2023-10-02,New_Year_Launch,Instagram,Organic,70,55+,Male,Qualified,7,53.58,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,7–9
L3631,2023-12-16,Summer_Blast,TikTok,Organic,22,18-24,Male,Converted,8,32.09,1304.46,50,SEO Pro,Winter,December,2023,Q4,2023Q4,Dec,7–9
L3632,2024-12-28,New_Year_Launch,Facebook,Organic,37,35-44,Female,Qualified,6,43.22,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,4–6
L3633,2024-07-11,Summer_Blast,Google Search,Organic,35,35-44,Female,New Lead,4,67.34,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L3634,2023-08-18,New_Year_Launch,YouTube,Organic,27,25-34,Female,Nurturing,12,56.11,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,10–12
